customer_id,gender,age,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status
C2341,Female,Adult,Multan,8/31/2023,O6341,9/29/2023,KFC,Pasta,Italian,2,828.19,Cash,49,05-03-2025,214,Inactive,5,03-02-2025,Delivered
C4681,Other,Senior,Peshawar,01-03-2025,O8681,9/29/2023,Burger King,Burger,Fast Food,4,1266.35,Wallet,2,1/21/2025,181,Active,4,01-02-2025,Delayed
C6627,Male,Teenager,Multan,6/21/2024,O10627,9/29/2023,McDonald's,Pizza,Continental,5,904.34,Card,13,11/14/2024,109,Active,4,1/22/2025,Delivered
C6558,Other,Senior,Peshawar,5/30/2025,O10558,9/29/2023,Burger King,Sandwich,Continental,4,1035.72,Cash,42,08-02-2025,95,Inactive,,2/16/2025,Cancelled
C3435,Other,Teenager,Lahore,07-07-2024,O7435,9/29/2023,KFC,Pizza,Continental,3,852.7,Cash,26,09-08-2024,415,Active,2,1/24/2025,Delivered
C3987,Male,Adult,Lahore,4/28/2024,O7987,9/30/2023,Pizza Hut,Pizza,Dessert,4,1450.3,Wallet,39,1/26/2025,444,Inactive,4,09-01-2024,Delivered
C5325,Female,Teenager,Peshawar,12/20/2024,O9325,9/30/2023,Subway,Fries,Dessert,4,777.89,Cash,14,05-11-2025,333,Inactive,2,9/28/2024,Delivered
C1645,Male,Adult,Lahore,02-09-2024,O5645,9/30/2023,Burger King,Pizza,Italian,4,733.84,Cash,44,04-11-2025,331,Active,,2/19/2025,Cancelled
C2182,Female,Adult,Islamabad,06-05-2024,O6182,9/30/2023,KFC,Pasta,Dessert,3,689.88,Card,19,02-05-2025,221,Inactive,5,03-05-2025,Delivered
C4165,Male,Senior,Karachi,10/18/2023,O8165,9/30/2023,McDonald's,Pasta,Continental,2,1378.13,Card,6,04-08-2025,435,Active,5,12-07-2024,Delayed
C3146,Male,Teenager,Karachi,08-05-2024,O7146,9/30/2023,McDonald's,Burger,Continental,5,658.32,Cash,8,6/27/2025,142,Active,4,1/26/2025,Delayed
C3699,Male,Adult,Islamabad,9/26/2023,O7699,9/30/2023,Pizza Hut,Burger,Italian,5,482.24,Cash,26,02-06-2025,256,Active,3,08-10-2025,Delivered
C4298,Male,Adult,Islamabad,03-03-2024,O8298,9/30/2023,McDonald's,Sandwich,Continental,1,722.27,Card,24,7/14/2025,6,Inactive,,3/13/2025,Cancelled
C4441,Male,Teenager,Peshawar,2/14/2025,O8441,9/30/2023,Pizza Hut,Pasta,Chinese,2,328.22,Wallet,15,08-09-2025,447,Active,1,02-11-2025,Delayed
C2596,Female,Teenager,Lahore,08-05-2024,O6596,9/30/2023,KFC,Pasta,Continental,2,902.1,Card,25,7/15/2025,280,Active,5,10-07-2024,Delivered
C1852,Other,Teenager,Multan,04-11-2025,O5852,10-01-2023,KFC,Pasta,Chinese,2,558.34,Wallet,40,06-04-2025,361,Inactive,,4/16/2025,Cancelled
C1310,Other,Adult,Multan,10/19/2024,O5310,10-01-2023,KFC,Fries,Chinese,1,689.59,Wallet,32,12-11-2024,387,Inactive,1,12-05-2024,Delayed
C1871,Male,Adult,Multan,11-08-2023,O5871,10-01-2023,KFC,Fries,Chinese,4,539.86,Wallet,28,05-01-2025,26,Active,4,8/21/2024,Delayed
C4910,Other,Senior,Multan,11/25/2023,O8910,10-01-2023,Burger King,Burger,Italian,3,1456.76,Wallet,43,3/13/2025,291,Inactive,,09-12-2024,Cancelled
C1888,Other,Adult,Multan,9/30/2024,O5888,10-01-2023,KFC,Pasta,Chinese,5,1472.72,Wallet,49,3/30/2025,112,Active,4,1/21/2025,Delayed
C3779,Male,Senior,Peshawar,10/24/2023,O7779,10-01-2023,Pizza Hut,Sandwich,Fast Food,4,274.84,Wallet,22,2/16/2025,186,Inactive,3,9/27/2024,Delivered
C4588,Female,Adult,Karachi,09-01-2024,O8588,10-01-2023,Burger King,Pasta,Continental,3,602.79,Card,29,04-12-2025,166,Active,2,11-02-2024,Delayed
C3908,Male,Teenager,Peshawar,9/27/2023,O7908,10-02-2023,McDonald's,Fries,Chinese,5,1420.1,Card,15,05-06-2025,217,Active,1,04-05-2025,Delivered
C1303,Male,Teenager,Lahore,6/23/2025,O5303,10-02-2023,Subway,Fries,Dessert,4,1007.04,Cash,22,2/27/2025,18,Inactive,3,11/13/2024,Delayed
C6045,Female,Teenager,Multan,6/14/2025,O10045,10-02-2023,Subway,Fries,Dessert,1,184.69,Cash,25,11/27/2024,21,Inactive,2,12-03-2024,Delivered
C2221,Male,Senior,Lahore,9/27/2024,O6221,10-02-2023,Burger King,Sandwich,Dessert,2,859.16,Cash,18,8/20/2025,107,Active,,7/14/2025,Cancelled
C3022,Other,Adult,Islamabad,3/25/2024,O7022,10-02-2023,Pizza Hut,Burger,Fast Food,4,788.71,Card,27,03-12-2025,166,Inactive,1,2/19/2025,Delivered
C3098,Male,Teenager,Karachi,11/14/2024,O7098,10-03-2023,Burger King,Burger,Continental,1,1479.44,Wallet,15,11/18/2024,268,Active,,1/27/2025,Cancelled
C5077,Male,Adult,Multan,1/16/2024,O9077,10-03-2023,Subway,Pasta,Italian,5,1232.59,Cash,49,10/30/2024,43,Active,3,1/21/2025,Delayed
C5812,Male,Adult,Multan,02-07-2024,O9812,10-03-2023,Subway,Burger,Fast Food,5,918.17,Card,30,4/30/2025,347,Inactive,3,5/27/2025,Delayed
C6928,Other,Adult,Lahore,5/14/2024,O10928,10-03-2023,Burger King,Fries,Chinese,5,413.8,Cash,43,5/27/2025,105,Active,3,11/23/2024,Delivered
C6696,Other,Senior,Karachi,5/15/2024,O10696,10-03-2023,Subway,Sandwich,Dessert,5,1184.79,Cash,35,11-09-2024,315,Inactive,5,5/30/2025,Delayed
C1173,Male,Teenager,Multan,8/22/2024,O5173,10-04-2023,Burger King,Pizza,Italian,3,341.1,Wallet,1,5/15/2025,183,Inactive,4,11-10-2024,Delayed
C3851,Other,Adult,Islamabad,1/16/2025,O7851,10-04-2023,Pizza Hut,Burger,Dessert,5,1461.61,Cash,15,11/22/2024,231,Active,1,02-08-2025,Delayed
C2178,Other,Adult,Peshawar,10/22/2023,O6178,10-04-2023,McDonald's,Fries,Chinese,5,457.3,Card,5,06-06-2025,458,Active,,5/20/2025,Cancelled
C6061,Male,Teenager,Multan,7/20/2024,O10061,10-04-2023,McDonald's,Pasta,Dessert,2,863.59,Wallet,36,3/27/2025,120,Inactive,4,4/13/2025,Delivered
C5419,Male,Teenager,Lahore,9/22/2024,O9419,10-04-2023,Pizza Hut,Fries,Italian,5,693.72,Wallet,22,06-09-2025,59,Inactive,2,1/30/2025,Delayed
C2162,Female,Senior,Lahore,03-12-2024,O6162,10-04-2023,Pizza Hut,Burger,Chinese,1,1409.53,Cash,25,06-07-2025,329,Inactive,,7/27/2025,Cancelled
C4286,Female,Teenager,Lahore,10/23/2024,O8286,10-04-2023,KFC,Pasta,Fast Food,3,1003.16,Wallet,23,3/26/2025,210,Active,1,11/28/2024,Delayed
C1180,Male,Teenager,Karachi,5/24/2024,O5180,10-04-2023,Burger King,Pizza,Fast Food,2,837.52,Wallet,32,10/27/2024,268,Inactive,,02-04-2025,Cancelled
C6192,Female,Adult,Multan,1/13/2024,O10192,10-05-2023,McDonald's,Burger,Fast Food,5,1067.86,Cash,41,8/27/2024,164,Inactive,1,05-08-2025,Delivered
C3598,Female,Senior,Karachi,8/15/2025,O7598,10-05-2023,Burger King,Sandwich,Fast Food,4,658.8,Wallet,10,3/19/2025,19,Active,,08-09-2025,Cancelled
C5317,Male,Adult,Islamabad,2/22/2025,O9317,10-05-2023,Burger King,Burger,Continental,3,1352.38,Cash,47,4/20/2025,352,Active,,7/28/2025,Cancelled
C6935,Other,Senior,Islamabad,03-09-2025,O10935,10-05-2023,McDonald's,Burger,Chinese,5,239.8,Wallet,9,6/30/2025,79,Inactive,5,11/15/2024,Delivered
C1574,Female,Teenager,Lahore,10-06-2024,O5574,10-05-2023,Pizza Hut,Pasta,Continental,5,352.94,Wallet,25,2/26/2025,492,Inactive,4,6/27/2025,Delivered
C4758,Other,Senior,Multan,3/30/2025,O8758,10-05-2023,Burger King,Pasta,Chinese,2,1353.28,Wallet,10,5/30/2025,175,Active,,4/16/2025,Cancelled
C3948,Female,Adult,Karachi,09-08-2023,O7948,10-05-2023,KFC,Fries,Continental,3,307.64,Card,37,01-09-2025,17,Active,2,05-02-2025,Delivered
C3161,Male,Adult,Islamabad,06-04-2025,O7161,10-06-2023,McDonald's,Pasta,Italian,5,468.95,Wallet,16,9/24/2024,355,Inactive,,6/23/2025,Cancelled
C2902,Other,Teenager,Islamabad,2/26/2025,O6902,10-06-2023,Burger King,Pasta,Continental,2,242.87,Wallet,7,02-04-2025,267,Active,2,3/18/2025,Delivered
C6515,Female,Teenager,Multan,04-02-2025,O10515,10-06-2023,Subway,Pizza,Italian,4,197.71,Cash,20,01-05-2025,140,Inactive,3,09-06-2024,Delivered
C6240,Other,Teenager,Lahore,7/25/2025,O10240,10-06-2023,Pizza Hut,Pizza,Italian,2,1399.34,Cash,31,02-01-2025,314,Active,,7/30/2025,Cancelled
C6829,Other,Teenager,Islamabad,06-11-2024,O10829,10-06-2023,Burger King,Burger,Continental,3,1257.67,Card,48,3/29/2025,252,Active,1,10/25/2024,Delivered
C3616,Male,Senior,Karachi,5/16/2024,O7616,10-06-2023,McDonald's,Fries,Italian,5,1111.88,Wallet,1,11-05-2024,202,Inactive,5,6/23/2025,Delayed
C3250,Female,Teenager,Peshawar,11/22/2024,O7250,10-06-2023,Burger King,Pasta,Dessert,2,1480.26,Card,37,12-11-2024,332,Inactive,4,09-06-2024,Delayed
C2082,Male,Senior,Peshawar,02-09-2025,O6082,10-06-2023,Burger King,Sandwich,Continental,5,1351.93,Wallet,34,07-09-2025,90,Active,3,09-11-2024,Delivered
C3761,Other,Adult,Multan,05-09-2024,O7761,10-06-2023,McDonald's,Pasta,Continental,2,743.12,Cash,34,3/14/2025,184,Active,2,4/22/2025,Delayed
C3347,Other,Teenager,Islamabad,12/26/2024,O7347,10-07-2023,Burger King,Pasta,Chinese,2,1014.57,Wallet,39,11/28/2024,300,Inactive,2,11/17/2024,Delayed
C5677,Male,Adult,Multan,12-11-2023,O9677,10-07-2023,Burger King,Pizza,Continental,3,489.92,Wallet,7,06-06-2025,363,Active,2,9/23/2024,Delayed
C5683,Female,Teenager,Peshawar,9/21/2024,O9683,10-07-2023,KFC,Sandwich,Continental,4,1182.82,Cash,12,08-02-2025,252,Active,3,6/19/2025,Delivered
C6559,Other,Senior,Karachi,9/14/2023,O10559,10-07-2023,KFC,Burger,Chinese,1,1404.83,Cash,45,12/31/2024,31,Active,5,8/16/2025,Delayed
C6751,Other,Adult,Lahore,08-06-2025,O10751,10-07-2023,Pizza Hut,Pizza,Chinese,3,1269.92,Cash,43,3/24/2025,82,Active,,05-03-2025,Cancelled
C3748,Female,Senior,Karachi,4/21/2025,O7748,10-07-2023,Pizza Hut,Pizza,Fast Food,1,321.34,Wallet,22,12-08-2024,29,Active,2,10/16/2024,Delivered
C5441,Female,Adult,Karachi,09-02-2023,O9441,10-07-2023,Subway,Sandwich,Continental,1,504.21,Wallet,37,2/21/2025,467,Active,5,12-07-2024,Delayed
C6354,Male,Adult,Lahore,6/28/2024,O10354,10-07-2023,Pizza Hut,Sandwich,Continental,1,353.12,Wallet,49,4/26/2025,20,Active,4,1/29/2025,Delayed
C5314,Female,Senior,Islamabad,11-12-2024,O9314,10-08-2023,Burger King,Pasta,Dessert,2,1366,Card,35,8/16/2025,436,Inactive,4,01-09-2025,Delivered
C5583,Male,Senior,Islamabad,1/26/2024,O9583,10-08-2023,Burger King,Pizza,Fast Food,5,268.56,Cash,37,10/20/2024,281,Active,,10/24/2024,Cancelled
C5395,Male,Senior,Islamabad,06-05-2024,O9395,10-08-2023,McDonald's,Sandwich,Chinese,2,906.01,Card,16,11-03-2024,387,Inactive,3,04-09-2025,Delivered
C6315,Male,Senior,Karachi,4/25/2024,O10315,10-08-2023,Subway,Sandwich,Chinese,5,914.58,Cash,11,10/23/2024,500,Inactive,,1/25/2025,Cancelled
C5516,Other,Senior,Multan,6/22/2025,O9516,10-09-2023,Subway,Pasta,Italian,2,948.7,Cash,14,10/29/2024,221,Active,1,12/17/2024,Delayed
C6537,Female,Senior,Multan,10/18/2024,O10537,10-09-2023,Subway,Pizza,Dessert,5,623.82,Wallet,28,12/19/2024,419,Active,1,6/22/2025,Delivered
C1347,Female,Adult,Peshawar,3/18/2025,O5347,10-09-2023,Burger King,Pizza,Fast Food,1,1165.15,Wallet,45,10/27/2024,90,Active,5,12/13/2024,Delayed
C5138,Female,Adult,Karachi,05-08-2025,O9138,10-09-2023,KFC,Pizza,Chinese,5,1175.72,Card,38,1/18/2025,68,Inactive,,6/21/2025,Cancelled
C3878,Female,Senior,Peshawar,12-02-2024,O7878,10-09-2023,Pizza Hut,Fries,Italian,4,722.13,Wallet,18,3/24/2025,390,Active,2,2/23/2025,Delivered
C4834,Male,Senior,Multan,08-01-2024,O8834,10-09-2023,Pizza Hut,Pizza,Continental,2,387.95,Cash,2,2/18/2025,482,Active,,6/15/2025,Cancelled
C1606,Female,Teenager,Multan,12-06-2023,O5606,10-09-2023,Subway,Fries,Fast Food,5,374.54,Cash,26,10/24/2024,442,Active,1,2/27/2025,Delayed
C6809,Female,Teenager,Islamabad,08-08-2025,O10809,10-09-2023,Burger King,Fries,Continental,4,363.5,Cash,11,04-12-2025,310,Active,4,05-02-2025,Delivered
C1801,Female,Senior,Karachi,01-06-2024,O5801,10-09-2023,McDonald's,Burger,Italian,4,292.59,Card,11,02-09-2025,105,Inactive,3,06-03-2025,Delayed
C1486,Other,Teenager,Lahore,10/26/2023,O5486,10-09-2023,Pizza Hut,Pizza,Fast Food,1,1474.28,Card,34,7/28/2025,249,Active,4,4/21/2025,Delivered
C3880,Other,Senior,Lahore,12-02-2023,O7880,10-10-2023,Burger King,Pizza,Fast Food,1,1448.45,Card,45,08-09-2025,138,Inactive,1,12/26/2024,Delayed
C6970,Male,Senior,Karachi,1/21/2025,O10970,10-10-2023,KFC,Pizza,Fast Food,3,1016.59,Wallet,32,10/29/2024,373,Inactive,,4/21/2025,Cancelled
C4965,Other,Adult,Karachi,5/13/2024,O8965,10-10-2023,Pizza Hut,Fries,Dessert,4,740.92,Wallet,13,5/29/2025,311,Active,,07-06-2025,Cancelled
C2400,Male,Teenager,Lahore,09-02-2023,O6400,10-10-2023,Burger King,Pasta,Chinese,4,911.26,Cash,48,7/28/2025,221,Active,1,6/14/2025,Delivered
C3563,Other,Senior,Lahore,4/15/2024,O7563,10-10-2023,Burger King,Sandwich,Italian,2,378.24,Card,34,10-01-2024,490,Inactive,3,04-09-2025,Delayed
C6520,Other,Adult,Peshawar,06-11-2025,O10520,10-10-2023,McDonald's,Pizza,Continental,4,408.34,Card,37,8/25/2024,182,Active,,7/30/2025,Cancelled
C2380,Male,Teenager,Islamabad,01-05-2025,O6380,10-10-2023,KFC,Burger,Dessert,5,1323.45,Wallet,43,01-11-2025,223,Inactive,5,10/17/2024,Delayed
C2210,Female,Teenager,Lahore,10-07-2023,O6210,10-10-2023,McDonald's,Burger,Chinese,4,632.66,Cash,14,03-07-2025,127,Active,,05-05-2025,Cancelled
C2651,Other,Adult,Islamabad,6/19/2025,O6651,10-11-2023,Subway,Pasta,Continental,3,569.69,Card,2,2/13/2025,485,Inactive,4,02-11-2025,Delayed
C2560,Male,Senior,Multan,07-06-2025,O6560,10-11-2023,KFC,Pasta,Continental,5,130.33,Wallet,17,12-10-2024,283,Inactive,,05-04-2025,Cancelled
C3530,Other,Teenager,Islamabad,5/22/2025,O7530,10-11-2023,KFC,Pizza,Dessert,2,1355.58,Cash,4,07-11-2025,428,Inactive,3,12-10-2024,Delayed
C6563,Other,Senior,Islamabad,8/22/2023,O10563,10-11-2023,Pizza Hut,Pasta,Continental,5,954.89,Wallet,5,12/17/2024,311,Inactive,,11/26/2024,Cancelled
C2732,Female,Senior,Lahore,12/22/2024,O6732,10-12-2023,Pizza Hut,Sandwich,Dessert,2,863.87,Card,37,7/16/2025,428,Inactive,4,03-10-2025,Delivered
C1041,Female,Adult,Multan,12/26/2023,O5041,10-12-2023,KFC,Pasta,Italian,5,1036.39,Wallet,10,9/19/2024,108,Active,2,8/24/2024,Delayed
C1832,Male,Adult,Islamabad,12-08-2024,O5832,10-12-2023,Subway,Sandwich,Dessert,3,1420.4,Wallet,49,09-02-2024,250,Active,1,7/31/2025,Delayed
C2513,Male,Senior,Lahore,08-09-2024,O6513,10-12-2023,Pizza Hut,Fries,Chinese,5,844.54,Wallet,50,3/29/2025,121,Inactive,,12-09-2024,Cancelled
C2004,Male,Adult,Lahore,2/27/2024,O6004,10-12-2023,McDonald's,Pasta,Italian,5,1187.55,Wallet,16,12-12-2024,364,Active,2,06-11-2025,Delivered
C1543,Male,Adult,Islamabad,04-02-2025,O5543,10-12-2023,McDonald's,Sandwich,Continental,1,1059.59,Card,45,9/25/2024,275,Active,,10-07-2024,Cancelled
C5470,Female,Teenager,Lahore,09-01-2024,O9470,10-12-2023,Pizza Hut,Pizza,Chinese,3,397.24,Cash,17,09-03-2024,297,Active,,12/20/2024,Cancelled
C6966,Male,Adult,Islamabad,4/24/2024,O10966,10-12-2023,Burger King,Fries,Continental,3,282.79,Cash,44,07-06-2025,136,Inactive,3,2/25/2025,Delayed
C6638,Male,Adult,Islamabad,04-10-2025,O10638,10-12-2023,KFC,Burger,Dessert,1,473.6,Wallet,35,2/24/2025,378,Inactive,1,6/23/2025,Delayed
C5141,Other,Adult,Islamabad,4/30/2025,O9141,10/13/2023,McDonald's,Sandwich,Chinese,5,1005.28,Wallet,36,3/25/2025,339,Active,,7/27/2025,Cancelled
C2141,Male,Senior,Multan,06-01-2025,O6141,10/13/2023,KFC,Fries,Chinese,5,1069.32,Wallet,9,04-01-2025,291,Active,4,8/14/2025,Delayed
C2118,Other,Teenager,Karachi,9/19/2024,O6118,10/13/2023,Pizza Hut,Sandwich,Continental,4,802.55,Card,38,06-11-2025,125,Active,2,3/18/2025,Delivered
C2640,Female,Teenager,Islamabad,06-01-2025,O6640,10/13/2023,Subway,Pasta,Dessert,1,685.31,Wallet,31,09-01-2024,50,Active,,08-06-2025,Cancelled
C3651,Female,Teenager,Karachi,09-02-2023,O7651,10/13/2023,KFC,Pizza,Continental,4,1189,Cash,4,2/15/2025,163,Active,4,3/20/2025,Delivered
C5612,Other,Teenager,Peshawar,12/24/2023,O9612,10/13/2023,Burger King,Fries,Fast Food,3,708.99,Wallet,50,10/26/2024,212,Inactive,5,7/14/2025,Delivered
C6709,Female,Adult,Multan,02-07-2024,O10709,10/13/2023,McDonald's,Burger,Fast Food,2,488.25,Cash,42,1/26/2025,459,Active,1,12-09-2024,Delivered
C5600,Female,Teenager,Peshawar,8/29/2023,O9600,10/13/2023,Pizza Hut,Pasta,Chinese,2,1104.81,Cash,49,2/18/2025,343,Inactive,,12/18/2024,Cancelled
C5789,Female,Teenager,Karachi,08-01-2025,O9789,10/13/2023,McDonald's,Pizza,Continental,2,817.18,Cash,15,12/23/2024,417,Inactive,2,2/16/2025,Delayed
C2779,Female,Teenager,Lahore,09-07-2024,O6779,10/13/2023,McDonald's,Fries,Dessert,2,1397.6,Card,31,4/30/2025,8,Inactive,,7/21/2025,Cancelled
C1974,Female,Adult,Multan,12/23/2024,O5974,10/14/2023,McDonald's,Pizza,Dessert,2,308.94,Cash,47,4/18/2025,429,Active,3,07-06-2025,Delayed
C3394,Male,Senior,Peshawar,08-03-2025,O7394,10/14/2023,Subway,Pasta,Italian,3,1295.91,Wallet,50,8/25/2024,424,Active,,7/27/2025,Cancelled
C2134,Other,Teenager,Peshawar,2/16/2025,O6134,10/14/2023,KFC,Sandwich,Italian,4,617.77,Card,12,05-07-2025,284,Inactive,1,01-06-2025,Delivered
C4826,Male,Teenager,Islamabad,7/13/2025,O8826,10/14/2023,Burger King,Burger,Fast Food,2,1451.72,Card,45,08-09-2025,38,Inactive,5,08-12-2025,Delivered
C3265,Female,Teenager,Islamabad,11/15/2024,O7265,10/14/2023,Subway,Sandwich,Italian,5,564.16,Wallet,14,01-03-2025,379,Inactive,2,04-06-2025,Delayed
C3680,Other,Adult,Karachi,01-05-2024,O7680,10/15/2023,KFC,Sandwich,Fast Food,2,1368.1,Cash,32,10/22/2024,205,Inactive,,11-05-2024,Cancelled
C6140,Male,Adult,Peshawar,03-07-2024,O10140,10/15/2023,Pizza Hut,Pasta,Chinese,3,1060.39,Cash,48,2/13/2025,381,Active,3,01-04-2025,Delivered
C2388,Male,Teenager,Multan,05-02-2024,O6388,10/15/2023,Burger King,Pizza,Fast Food,4,1019.58,Wallet,30,10-11-2024,92,Inactive,2,07-04-2025,Delivered
C5024,Male,Teenager,Islamabad,7/26/2025,O9024,10/15/2023,Pizza Hut,Fries,Dessert,3,229.14,Card,24,11/19/2024,248,Active,5,02-05-2025,Delivered
C4940,Other,Senior,Multan,12/19/2023,O8940,10/15/2023,Subway,Burger,Dessert,2,923.74,Cash,40,3/19/2025,118,Inactive,,10/30/2024,Cancelled
C5746,Female,Adult,Lahore,7/15/2024,O9746,10/15/2023,Pizza Hut,Burger,Italian,3,239.36,Card,25,4/25/2025,331,Inactive,2,8/21/2024,Delivered
C6394,Other,Senior,Peshawar,10/20/2024,O10394,10/16/2023,Pizza Hut,Pizza,Fast Food,1,433.41,Card,21,5/31/2025,230,Inactive,5,11/13/2024,Delayed
C4061,Other,Teenager,Islamabad,5/21/2025,O8061,10/16/2023,Subway,Pizza,Italian,2,1242,Card,8,01-02-2025,251,Active,4,1/23/2025,Delayed
C6697,Male,Adult,Lahore,3/15/2025,O10697,10/16/2023,McDonald's,Sandwich,Dessert,1,1411.95,Card,17,12-07-2024,138,Active,,9/13/2024,Cancelled
C1901,Female,Teenager,Multan,7/22/2024,O5901,10/16/2023,KFC,Sandwich,Italian,5,328.98,Cash,31,8/18/2025,200,Active,5,04-10-2025,Delayed
C1912,Female,Senior,Peshawar,10/28/2024,O5912,10/16/2023,Subway,Pasta,Continental,4,1153.33,Card,35,1/26/2025,423,Inactive,,03-07-2025,Cancelled
C5983,Male,Senior,Karachi,10-05-2023,O9983,10/16/2023,Burger King,Pasta,Dessert,1,408.56,Wallet,24,06-08-2025,344,Inactive,1,6/29/2025,Delayed
C3159,Female,Teenager,Karachi,03-03-2025,O7159,10/16/2023,Pizza Hut,Burger,Continental,2,1019.81,Card,30,03-07-2025,191,Active,3,03-12-2025,Delayed
C5016,Other,Senior,Lahore,6/18/2024,O9016,10/16/2023,KFC,Burger,Chinese,1,637.28,Cash,41,7/30/2025,81,Inactive,3,1/15/2025,Delivered
C2384,Female,Teenager,Lahore,4/25/2024,O6384,10/16/2023,Pizza Hut,Pizza,Chinese,5,1255.63,Cash,15,09-04-2024,323,Inactive,2,6/24/2025,Delivered
C1865,Other,Senior,Peshawar,11/22/2024,O5865,10/16/2023,Burger King,Pasta,Continental,3,189.51,Cash,3,9/27/2024,173,Inactive,1,3/19/2025,Delivered
C1857,Other,Adult,Islamabad,11/13/2023,O5857,10/16/2023,Pizza Hut,Fries,Chinese,4,963.94,Cash,32,10/23/2024,146,Inactive,3,7/30/2025,Delayed
C3053,Female,Adult,Islamabad,6/13/2025,O7053,10/16/2023,Pizza Hut,Burger,Chinese,4,573.06,Wallet,14,2/20/2025,72,Active,2,10/15/2024,Delayed
C5537,Female,Senior,Lahore,11/16/2023,O9537,10/16/2023,Pizza Hut,Pasta,Dessert,5,731.14,Wallet,16,01-09-2025,447,Inactive,1,10/31/2024,Delayed
C2446,Male,Adult,Peshawar,3/25/2024,O6446,10/16/2023,Pizza Hut,Pasta,Chinese,2,1297.06,Card,24,8/16/2025,116,Active,1,12-11-2024,Delivered
C4667,Male,Senior,Karachi,8/18/2025,O8667,10/16/2023,McDonald's,Burger,Dessert,1,179.23,Card,50,03-03-2025,412,Active,2,02-10-2025,Delayed
C3980,Male,Adult,Multan,06-06-2025,O7980,10/16/2023,Pizza Hut,Pasta,Italian,1,1393.3,Cash,10,5/16/2025,84,Inactive,5,04-03-2025,Delayed
C1764,Male,Senior,Islamabad,7/16/2024,O5764,10/16/2023,Burger King,Sandwich,Chinese,5,154.1,Card,37,11-10-2024,439,Inactive,1,11-05-2024,Delayed
C1054,Male,Senior,Peshawar,5/28/2024,O5054,10/17/2023,McDonald's,Burger,Chinese,2,1456.87,Wallet,8,07-08-2025,264,Active,,5/20/2025,Cancelled
C4769,Male,Senior,Lahore,08-02-2024,O8769,10/17/2023,Burger King,Fries,Italian,4,490.51,Cash,43,03-03-2025,102,Inactive,,5/24/2025,Cancelled
C4324,Other,Teenager,Karachi,02-03-2024,O8324,10/17/2023,KFC,Fries,Fast Food,3,234.84,Cash,21,9/27/2024,377,Active,3,03-05-2025,Delivered
C5291,Male,Adult,Multan,9/18/2023,O9291,10/17/2023,Pizza Hut,Sandwich,Italian,1,716.46,Card,11,11/15/2024,145,Inactive,5,03-04-2025,Delivered
C5859,Other,Senior,Multan,03-06-2024,O9859,10/17/2023,McDonald's,Pizza,Italian,4,421.4,Cash,28,9/17/2024,182,Inactive,4,10-04-2024,Delivered
C3457,Other,Teenager,Islamabad,03-08-2024,O7457,10/17/2023,Burger King,Pizza,Dessert,4,535.23,Card,50,10-03-2024,285,Active,,06-06-2025,Cancelled
C6780,Female,Adult,Karachi,9/21/2024,O10780,10/17/2023,Pizza Hut,Sandwich,Italian,2,838.2,Card,28,5/24/2025,366,Inactive,3,8/26/2024,Delivered
C1779,Female,Teenager,Lahore,5/16/2024,O5779,10/17/2023,Subway,Fries,Fast Food,4,693.04,Wallet,13,7/29/2025,452,Active,2,9/26/2024,Delayed
C1096,Male,Senior,Lahore,9/29/2023,O5096,10/18/2023,Subway,Pasta,Fast Food,5,1321.4,Card,20,2/28/2025,482,Active,5,12/14/2024,Delayed
C5344,Male,Teenager,Multan,03-06-2025,O9344,10/18/2023,Subway,Fries,Dessert,2,1302.76,Cash,29,8/24/2024,410,Inactive,4,7/21/2025,Delayed
C1985,Female,Adult,Multan,01-05-2025,O5985,10/18/2023,Burger King,Pasta,Dessert,2,623.28,Cash,38,09-08-2024,313,Active,1,9/13/2024,Delivered
C3226,Other,Senior,Lahore,3/17/2025,O7226,10/18/2023,KFC,Pasta,Italian,4,1350.64,Cash,45,4/16/2025,257,Inactive,3,12/24/2024,Delayed
C1826,Other,Senior,Peshawar,5/15/2025,O5826,10/19/2023,KFC,Fries,Dessert,5,709.05,Cash,50,01-11-2025,330,Inactive,5,10-03-2024,Delivered
C1664,Male,Teenager,Peshawar,3/28/2025,O5664,10/19/2023,McDonald's,Sandwich,Dessert,5,166.46,Card,36,03-03-2025,274,Active,,1/13/2025,Cancelled
C4186,Male,Senior,Multan,02-08-2025,O8186,10/19/2023,McDonald's,Pasta,Fast Food,1,1034.47,Cash,44,3/30/2025,116,Inactive,4,10/29/2024,Delayed
C3999,Male,Teenager,Karachi,03-04-2024,O7999,10/19/2023,KFC,Pasta,Italian,1,503.13,Cash,15,9/19/2024,85,Active,2,7/23/2025,Delivered
C1050,Other,Adult,Islamabad,03-03-2025,O5050,10/19/2023,KFC,Fries,Chinese,1,923.65,Cash,34,11-05-2024,156,Inactive,5,10-11-2024,Delayed
C1763,Male,Adult,Karachi,5/28/2025,O5763,10/19/2023,Burger King,Burger,Fast Food,2,839.66,Card,7,5/30/2025,424,Active,1,01-01-2025,Delayed
C2477,Female,Senior,Islamabad,5/20/2025,O6477,10/19/2023,Subway,Sandwich,Chinese,3,1319.53,Card,44,5/17/2025,129,Inactive,,10-03-2024,Cancelled
